"Help me, ERINNNNNN!!",std,master
"最速最高シャッターガール",std,master
"ウサテイ",std,master
"クレイジークレイジーダンサーズ",std,master
"Yet Another ”drizzly rain”",std,master
"シアワセうさぎ",std,master
"幻想に咲いた花",dx,master
"明星ロケット",std,master
"緋色のDance",std,master
YU-MU,std,master
"Sweets Time",dx,master
"エピクロスの虹はもう見えない",std,master
"トランスダンスアナーキー",dx,master
"Oath Act",dx,master
"Money Money",std,master
"LOVE EAST",std,master
"WARNING×WARNING×WARNING",dx,master
"WARNING×WARNING×WARNING",std,master
"下克上々",dx,master
"ソリッド",dx,master
"隠然",std,master
"みんなの",std,master
"幻想のサテライト",dx,master
"幻想のサテライト",std,master
"待チ人ハ来ズ。",std,master
"響縁",dx,master
"響縁",std,master
"囲い無き世は一期の月影",std,master
"儚きもの人間",std,master
"Melody！",dx,master
"永遠のメロディ",std,master
"オーディエンスを沸かす程度の能力 feat.タイツォン",std,master
"Sweet Requiem",dx,master
"taboo tears you up",dx,master
"taboo tears you up",std,master
"Dive into The Sky ～initialized～",dx,master
"Drive Your Fire",dx,master
"White Traveling Girl",std,master
"No Routine",std,master
"Scream out! -maimai SONIC WASHER Edit-",dx,master
"Scream out! -maimai SONIC WASHER Edit-",std,master
"絡繰りドール",dx,master
"不思議の国のクリスマス",std,master
"INFINITE WORLD",std,master
"Grip & Break down !!",dx,master
"Grip & Break down !!",std,master
"Cosmic Magic Shooter",std,master
"しゅわスパ大作戦☆",std,master
"全人類ノ非想天則",std,master
"Bad Apple!! feat.nomico (REDALiCE Remix)",dx,master
"Bad Apple!! feat nomico",std,master
"チルノのパーフェクトさんすう教室　⑨周年バージョン",dx,master
"チルノのパーフェクトさんすう教室　⑨周年バージョン",std,master
"チルノのパーフェクトさんすう教室",std,master
"魔理沙は大変なものを盗んでいきました",std,master
"患部で止まってすぐ溶ける～狂気の優曇華院",dx,master
"患部で止まってすぐ溶ける～狂気の優曇華院",std,master
"究極焼肉レストラン！お燐の地獄亭！",std,master
"お嫁にしなさいっ！",std,master
"キャプテン・ムラサのケツアンカー",std,master
"ひれ伏せ愚民どもっ！",std,master
"げきオコスティックファイナリアリティぷんぷんマスタースパーク",dx,master
"【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】",std,master
"Club Ibuki in Break All",std,master
"sweet little sister",std,master
"ケロ⑨destiny",std,master
"Phantasm Brigade",std,master
"蒼空に舞え、墨染の桜",std,master
"フラグメンツ -T.V. maimai edit-",std,master
"橙の幻想郷音頭",std,master
"Starlight Dance Floor",std,master
"神々の祈り",std,master
"願いを呼ぶ季節",std,master
"宿題が終わらないっ！",std,master
"東方スイーツ！～鬼畜姉妹と受難メイド～",std,master
"少女幻葬戦慄曲 ～ Necro Fantasia",std,master
"妖精村の月誕祭 ～Lunate Elf",std,master
"ってゐ！ ～えいえんてゐVer～",std,master
"東方妖々夢 ～the maximum moving about～",std,master
"物凄い勢いでけーねが物凄いうた",std,master
"進捗どうですか？",std,master
"ハウリング",dx,master
Prismatic,dx,master
Paranoia,dx,master
"CYBER Sparks",std,master
wheel,dx,master
"Witches night",dx,master
"Starlight Vision",std,master
"幽闇に目醒めしは",std,master
"Endless, Sleepless Night",std,master
"エテルニタス・ルドロジー",std,master
"四次元跳躍機関",std,master
"Jimang Shot",std,master
"ネクロファンタジア～Arr.Demetori",std,master
"Doll Judgment",std,master
"進め！イッスン軍団 -Rebellion of the Dwarfs-",std,master
"Little ""Sister"" Bitch",dx,master
"Yakumo >>JOINT STRUGGLE (2019 Update)",dx,master
"Imperishable Night 2006 (2016 Refine)",std,master
"もうみんなしねばいいのに",std,master
Random,dx,master
Luminaria,dx,master
"田中",dx,master
"竹",dx,master
"プナイプナイせんそう",dx,master
"さんさーら！",dx,master
"Southern Cross",dx,master
"キラメキ居残り大戦争",dx,master
"ベースラインやってる？笑",dx,master
"ヒステリックナイトガール",dx,master
FLOWER,std,master
"Scars of FAUNA",std,master
"極圏",std,master
"きたさいたま2000",std,master
"Ignis Danse",std,master
"夜明けまであと３秒",std,master
"セイクリッド　ルイン",std,master
"Got more raves？",std,master
"FUJIN Rumble",std,master
"Scarlet Lance",std,master
"BLUE ZONE",dx,master
"スーパーシンメトリー",dx,master
"Brain Power",std,master
"Grievous Lady",dx,master
"Ether Strike",dx,master
Cyaegha,dx,master
Entrance,dx,master
"Lunar Mare",dx,master
Saika,dx,master
CHAOS,dx,master
Maboroshi,dx,master
BANG!,dx,master
Define,dx,master
Estahv,dx,master
"First Dance",dx,master
"Mjölnir",dx,master
"Love's Theme of BADASS ～バッド・アス 愛のテーマ～",dx,master
"BATTLE NO.1",dx,master
"ヒミツCULT",dx,master
ALiVE,dx,master
"MEGATON KICK",dx,master
"Big Daddy",dx,master
"LOSE CONTROL",dx,master
"Strange Bar",dx,master
Dreadnought,dx,master
"enchanted love",dx,master
"Caterpillar Song",dx,master
Upshift,dx,master
MOBILYS,dx,master
"CO5M1C R4ILR0AD",dx,master
"MAKE IT FUNKY NOW",dx,master
Rush-More,dx,master
"Re：End of a Dream",dx,master
MilK,std,master
"もぺもぺ",dx,master
"Sound Chimera",dx,master
"felys -final remix-",dx,master
"Arty Party",dx,master
"カラッポ・ノンフィクション",dx,master
c.s.q.n.,dx,master
emomomo,dx,master
"アトロポスと最果の探究者",dx,master
"energy trixxx",dx,master
NULCTRL,dx,master
"Black Lair",dx,master
Altale,std,master
Destr0yer,dx,master
Destr0yer,std,master
Halcyon,dx,master
Halcyon,std,master
"サンバランド",dx,master
"サンバランド",std,master
"End Time",std,master
"L4TS:2018 (feat. あひる & KTA)",std,master
B.M.S.,std,master
"ENERGY SYNERGY MATRIX",dx,master
"ENERGY SYNERGY MATRIX",std,master
"FREEDOM DiVE (tpz Overcute Remix)",std,master
Credits,std,master
"ULTRA B+K",std,master
"GO BACK 2 YOUR RAVE",std,master
B.B.K.K.B.K.K.,std,master
"魔法少女になるしかねぇ",std,master
"人里に下ったアタイがいつの間にか社畜になっていた件",std,master
Maxi,std,master
"KISS CANDY FLAVOR",std,master
conflict,dx,master
conflict,std,master
EVERGREEN,std,master
"Party 4U ”holy nite mix”",std,master
GOODMEN,std,master
"Sakura Fubuki",std,master
METATRON,std,master
"オモイヨシノ",std,master
L9,std,master
"Good Bye, Mr. Jack",std,master
"麒麟",std,master
"Jack-the-Ripper◆",std,master
DRAGONLADY,std,master
"若い力",dx,master
"デコボコ体操第二",std,master
"Let's Go Away",std,master
"Conquista Ciela",std,master
"Reach For The Stars (Re-Colors)",dx,master
"Reach For The Stars",std,master
"Fist Bump",std,master
"Live & Learn",std,master
"Back 2 Back",std,master
"Windy Hill -Zone 1",std,master
"City Escape: Act1",std,master
"Rooftop Run: Act1",std,master
"終わりなき物語",std,master
"Our Fighting",std,master
"Save This World νMIX",std,master
"Living Universe",std,master
"Ignite Infinity",std,master
"Garden Of The Dragon",std,master
"時空を超えて久しぶり！",std,master
"Her Dream Is To Be A Fantastic Sorceress",std,master
"キズナの物語",std,master
"STAIRWAY TO GENERATION",std,master
"Last Brave ～ Go to zero",std,master
"Urban Crusher [Remix]",std,master
"Catch The Future",std,master
awake,std,master
"Terminal Storm",std,master
"After Burner",std,master
"Space Harrier Main Theme [Reborn]",std,master
"Quartet Theme [Reborn]",std,master
"Sky High [Reborn]",std,master
"Like the Wind [Reborn]",std,master
"YA･DA･YO [Reborn]",std,master
"Crush On You",std,master
"Sun Dance",std,master
"In Chaos",std,master
"Beat Of Mind",std,master
"Natural Flow",std,master
"JACKY [Remix]",std,master
"Mysterious Destiny",std,master
"Riders Of The Light",std,master
"コトバ・カラフル",std,master
"天国と地獄",std,master
"きみのためなら死ねる",std,master
"The Great Journey",std,master
"Burning Hearts ～炎のANGEL～",std,master
"かせげ！ジャリンコヒーロー",std,master
"ココロスキャンのうた",std,master
"超絶！Superlative",std,master
"采配の刻 Power of order",std,master
"DO RORO DERODERO ON DO RORO",std,master
"源平大戦絵巻テーマソング",std,master
"怪盗Rのテーマ",std,master
"マリアをはげませ",std,master
"SHOW TIME",std,master
"円舞曲、君に",std,master
"御旗のもとに",std,master
"地上の戦士",std,master
"檄！帝国華撃団(改)",std,master
"Outlaw's Lullaby",std,master
"Brand-new Japanesque",std,master
"鼓動",std,master
"神室雪月花",std,master
"KONNANじゃないっ！",std,master
"セガサターン起動音[H.][Remix]",std,master
"レッツゴー!陰陽師",std,master
"オパ! オパ! RACER -GMT mashup-",std,master
"電車で電車でOPA!OPA!OPA! -GMT mashup-",std,master
"リッジでリッジでGO!GO!GO! -GMT mashup-",std,master
"電車で電車でGO!GO!GO!GC! -GMT remix-",std,master
"RIDGE RACER STEPS -GMT remix-",std,master
"ファンタジーゾーン OPA-OPA! -GMT remix-",std,master
"DADDY MULK -Groove remix-",std,master
"ホシシズク",dx,master
"分解収束テイル",dx,master
"ミルキースター・シューティングスター",dx,master
"パーフェクション",dx,master
"デーモンベット",dx,master
"アンビバレンス",dx,master
"届かない花束",dx,master
"ステップアンドライム",dx,master
"シアトリカル・ケース",dx,master
"ワードワードワード",dx,master
"ヤミツキ",dx,master
"Secret Sleuth",dx,master
"BLACK ROSE",dx,master
"咲キ誇レ常世ノ華",std,master
"天国と地獄 -言ノ葉リンネ-",std,master
"相思創愛",std,master
"空威張りビヘイビア",std,master
"分からない",std,master
"洗脳",std,master
"Barbed Eye",std,master
"言ノ葉遊戯",std,master
"りばーぶ",std,master
"言ノ葉カルマ",std,master
"悪戯",std,master
"Rising on the horizon",dx,master
"Rainbow Rush Story",dx,master
"Tricolor⁂circuS",dx,master
[X],dx,master
"mystique as iris",dx,master
"Jouez Avec Moi?",dx,master
"遺伝子レベル∞スパイラル",dx,master
"パラマウント☆ショータイム！！",dx,master
"白花の天使",dx,master
"ｉｓｏｐｈｏｔｅ",dx,master
"前衛的Landscape",dx,master
"トリアージ",dx,master
"とびだせ！TO THE COSMIC!!",dx,master
"Starry Colors",dx,master
"星めぐり、果ての君へ。",dx,master
"スローアライズ",dx,master
"生命不詳",dx,master
"チエルカ／エソテリカ",dx,master
"VANTABLACK RAVER",dx,master
"ワンダーシャッフェンの法則",dx,master
BIRTH,dx,master
Regulus,dx,master
Komplexe,dx,master
"オリフィス",dx,master
"ユメヒバナ",dx,master
"REAL VOICE",dx,master
"パラボラ",dx,master
"ブレインジャックシンドローム",dx,master
Ututu,dx,master
"共鳴",dx,master
"居並ぶ穀物と溜息まじりの運送屋",dx,master
"マイオドレ！舞舞タイム",dx,master
"ぼくたちいつでも　しゅわっしゅわ！",dx,master
"絡めトリック利己ライザー",dx,master
"でらっくmaimai♪てんてこまい!",dx,master
"超常マイマイン",dx,master
STEREOSCAPE,dx,master
"Crazy Circle",dx,master
OTOGEMA,dx,master
"♡マイマイマイラブ♡",dx,master
"タカハせ！名人マン",std,master
"星空パーティーチューン",dx,master
"シエルブルーマルシェ",dx,master
"噛み係",dx,master
"いっしそう電☆舞舞神拳！",std,master
Paradisoda,dx,master
"福宿音屋魂音泉",dx,master
"キリキリ舞Mine",dx,master
"FEEL the BEATS",std,master
"FEEL ALIVE",std,master
"BREAK YOU!!",std,master
"KING is BACK!!",std,master
"welcome to maimai!! with マイマイマー",std,master
"みんなのマイマイマー",std,master
"Scarlet Wings",dx,master
"End of Twilight",std,master
"一か罰",dx,master
"夢花火",std,master
"Now or Never",dx,master
Justified,std,master
"SPILL OVER COLORS",std,master
"アージェントシンメトリー",std,master
Dreampainter,std,master
"Monochrome Rainbow",std,master
"花と、雪と、ドラムンベース。",std,master
FestivaLight,std,master
"Candy Tall Woman",std,master
"Kinda Way",std,master
"Magical Flavor",std,master
"曖昧mind",std,master
"Limit Break",std,master
"オトヒメモリー☆ウタゲーション",std,master
Selector,std,master
"スリップフリップ",std,master
CYCLES,std,master
Lionheart,std,master
Heartbeats,std,master
"JUMPIN' JUMPIN'",std,master
"L'épilogue",std,master
"ぐるぐるWASH！コインランドリー・ディスコ",std,master
"Spin me harder",std,master
"Night Fly",std,master
"Starlight Disco",dx,master
"Starlight Disco",std,master
"ENJOY POLIS",std,master
"記憶、記録",std,master
"connecting with you",std,master
"Believe the Rainbow",std,master
"MIRROR of MAGIC",std,master
"Cosmic Train",std,master
"BETTER CHOICE",std,master
"ユビキリ",std,master
"planet dancer",std,master
"ナミダと流星",std,master
"ピーマンたべたら",std,master
"maimaiちゃんのテーマ",std,master
"Pixel Voyage",std,master
"Sweets×Sweets",std,master
"虹と太陽",std,master
"Color My World",std,master
"True Love Song",std,master
"ソーラン☆節",std,master
"おても☆Yan",std,master
"炭★坑★節",std,master
"ネコ日和。",std,master
"犬日和。",std,master
"Endless World",std,master
"Backyun! －悪い女－",std,master
"BaBan!! －甘い罠－",std,master
"オレンジの夏",std,master
"ぴぴぱぷぅ！",std,master
"炎歌 -ほむらうた-",std,master
"泣き虫O'clock",std,master
"maiム・maiム feat.週刊少年マガジン",std,master
"ジングルベル",std,master
"Jörqer",dx,master
"デスパレイト",std,master
"Sqlupp (Camellia's ""Sqleipd*Hiytex"" Remix)",dx,master
Valsqotch,dx,master
P-qoq,dx,master
"World's end loneliness",dx,master
Metamorphosism,dx,master
"WiPE OUT MEMORIES",dx,master
"チューリングの跡",dx,master
"Swift Swing",dx,master
Sage,dx,master
Irresistible,dx,master
HAGAKIRI,dx,master
HECATONCHEIR,dx,master
"N3V3R G3T OV3R",dx,master
"Strive against fate",dx,master
"sølips",dx,master
"Trick tear",dx,master
"U&iVERSE -銀河鸞翔-",dx,master
"躯樹の墓守",dx,master
"ヨミビトシラズ",dx,master
"Round Round Spinning Around",dx,master
Alcyone,dx,master
"Raven Emperor",dx,master
Yorugao,dx,master
"華の集落、秋のお届け",dx,master
"星詠みとデスペラード",dx,master
"BLACK SWAN",dx,master
"NAGAREBOSHI☆ROCKET",dx,master
Lia=Fail,dx,master
"Never Give Up!",dx,master
"ほしぞらスペクタクル",dx,master
"VIIIbit Explorer",dx,master
"VIIIbit Explorer",std,master
"Last Samurai",dx,master
"蒼穹舞楽",dx,master
AMABIE,dx,master
"時計の国のジェミニ",dx,master
Xenovcipher,dx,master
"Beautiful Future",dx,master
Mutation,dx,master
"Aetheric Energy",dx,master
"≠彡""/了→",dx,master
"Boys O’Clock",dx,master
ARAIS,dx,master
"渦状銀河のシンフォニエッタ",dx,master
"GRÄNDIR",dx,master
"封焔の135秒",dx,master
"Stardust Memories",dx,master
Flashkick,dx,master
UniTas,dx,master
"ここからはじまるプロローグ。",dx,master
"Heavenly Blast",dx,master
"Glorious Crown",std,master
Aiolos,std,master
"Technicians High",dx,master
"Technicians High",std,master
"Hyper Active",std,master
"BREaK! BREaK! BREaK!",dx,master
"Life Feels Good",std,master
MYTHOS,std,master
"We Gonna Party",std,master
"GIGANTØMAKHIA",dx,master
"STEEL TRANSONIC",dx,master
"Alea jacta est!",std,master
"AMAZING MIGHTYYYY!!!!",std,master
"My My My",dx,master
"CITRUS MONSTER",std,master
"モ°ルモ°ル",dx,master
"the EmpErroR",std,master
"ガラテアの螺旋",std,master
TEmPTaTiON,dx,master
"SILENT BLUE",std,master
"アポカリプスに反逆の焔を焚べろ",dx,master
"ねぇ、壊れタ人形ハ何処へ棄テらレるノ？",std,master
"TwisteD! XD",dx,master
"QZKago Requiem",std,master
"Our Wrenally",std,master
"Contrapasso -paradiso-",std,master
"Oshama Scramble!",dx,master
"Oshama Scramble!",std,master
"Garakuta Doll Play",std,master
"Blew Moon",std,master
Acceleration,std,master
"バーチャルダム　ネーション",dx,master
"Moon of Noon",std,master
"Blows Up Everything",dx,master
Dragoon,std,master
"魔ジョ狩リ",dx,master
MAXRAGE,dx,master
"PANDORA PARADOXXX",std,master
"天火明命",std,master
7thSense,std,master
FFT,std,master
Panopticon,std,master
"雷切-RAIKIRI-",std,master
Schwarzschild,std,master
"Black Out",std,master
Fragrance,std,master
"Excalibur ～Revived resolution～",std,master
"Caliburne ～Story of the Legendary sword～",std,master
"Death Scythe",std,master
LUCIA,std,master
Lividi,std,master
Axeria,std,master
Ragnarok,std,master
larva,std,master
"keep hopping",std,master
"Mare Maris",std,master
Signature,std,master
Ultranova,std,master
"四月の雨",std,master
"Imitation:Loud Lounge",std,master
HERA,std,master
"Jumble Rumble",std,master
"Nitrous Fury",std,master
"Revive The Rave",std,master
"GEMINI -M-",std,master
LANCE,std,master
"D✪N’T  ST✪P  R✪CKIN’",std,master
oboro,std,master
Streak,std,master
"Turn around",std,master
Link,std,master
Nerverakes,std,master
Sprintrances,std,master
"Feel My Fire",std,master
"air's gravity",std,master
"Beat of getting entangled",std,master
"高気圧ねこロック",std,master
"Prophesy One",std,master
"Get Happy",std,master
"System “Z”",std,master
"火炎地獄",dx,master
"火炎地獄",std,master
"Danza zandA",std,master
VERTeX,std,master
ViRTUS,dx,master
"全世界共通リズム感テスト",std,master
"Catch Me If You Can",dx,master
"MAGNETAR GIRL",dx,master
"SUPER AMBULANCE",dx,master
"蜘蛛の糸",dx,master
STARTLINER,dx,master
"Jump!! Jump!! Jump!!",dx,master
"最強 the サマータイム!!!!!",dx,master
"Splash Dance!!",dx,master
"No Limit RED Force",dx,master
"Transcend Lights",dx,master
UTAKATA,dx,master
"タテマエと本心の大乱闘",dx,master
"ポケットからぬりつぶせ！",dx,master
"トリドリ⇒モリモリ！Lovely fruits☆",dx,master
"Kiss Me Kiss",dx,master
"ぱくぱく☆がーる",dx,master
"撩乱乙女†無双劇",dx,master
Titania,dx,master
YURUSHITE,dx,master
"Desperado Waltz",dx,master
"BOUNCE & DANCE",dx,master
